boroct2020,geoid,borough,nta,tract,risk_score,priority_score,archetype,units_res,at_risk_units,estimated_protected_units_per_1m,evictions,displacement_pressure_raw,market_heat_raw,stock_vuln_raw,early_risk_score
3029500,36047029500,Brooklyn,Bedford-Stuyvesant (East),295,95.7,92.8,Preserve,1795,1766.0,98.0,46.0,25.62674094707521,65169.563231197775,126.63730569948211,97.3
3029700,36047029700,Brooklyn,Bedford-Stuyvesant (East),297,96.4,92.8,Preserve,1751,1738.0,97.0,49.0,27.984009137635635,61767.82295830954,132.4145383104128,98.6
1023400,36061023400,Manhattan,Harlem (North),234,90.3,92.7,Preserve,2546,1848.0,103.0,206.0,80.91123330714848,39697.563236449336,98.65333333333365,89.3
3021700,36047021700,Brooklyn,Crown Heights (North),217,98.1,92.7,Preserve,1968,1708.0,95.0,63.0,32.01219512195122,81680.22256097561,106.30625000000009,95.7
3056500,36047056500,Brooklyn,Greenpoint,565,57.7,92.6,Preserve,2933,2874.0,160.0,14.0,4.773269689737471,134700.56188203205,124.30628272251329,55.0
3022100,36047022100,Brooklyn,Crown Heights (North),221,98.5,92.6,Preserve,1950,1682.0,93.0,70.0,35.8974358974359,76024.9076923077,105.97553516819607,99.4
3035900,36047035900,Brooklyn,Crown Heights (North),359,97.3,92.5,Preserve,2440,1692.0,94.0,209.0,85.65573770491804,48742.6487704918,97.2014134275621,97.3
1002100,36061002100,Manhattan,Tribeca-Civic Center,21,49.9,92.5,Produce,3711,3319.0,184.0,11.0,2.9641606036108863,392960.3872271625,108.78125,50.9
3038700,36047038700,Brooklyn,Bedford-Stuyvesant (East),387,98.0,92.4,Preserve,2088,1678.0,93.0,78.0,37.356321839080465,70286.37931034483,102.21261682242994,97.7
3032500,36047032500,Brooklyn,Crown Heights (South),325,78.8,92.4,Preserve,2606,2081.0,115.0,79.0,30.314658480429777,39212.15387567153,101.8532110091744,82.5
1007900,36061007900,Manhattan,West Village,79,60.2,92.4,Preserve,2812,2730.0,151.0,14.0,4.978662873399715,191328.51920341395,121.92920353982322,57.5
3013900,36047013900,Brooklyn,Park Slope,139,65.6,92.3,Preserve,2602,2491.0,138.0,18.0,6.917755572636433,84631.09761721753,117.58178053830238,71.3
3012700,36047012700,Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,127,86.3,92.3,Preserve,2753,1880.0,104.0,46.0,16.70904467853251,93566.96113330912,96.71875,87.6
3019500,36047019500,Brooklyn,Clinton Hill,195,88.2,92.2,Preserve,1886,1828.0,101.0,26.0,13.785790031813361,93482.52704135737,121.80869565217404,93.7
1015801,36061015801,Manhattan,Upper East Side-Carnegie Hill,158.01,55.2,92.2,Preserve,3030,2936.0,162.0,12.0,3.9603960396039604,175884.1696369637,121.41037735849045,63.5
3019700,36047019700,Brooklyn,Clinton Hill,197,89.2,92.1,Preserve,1810,1807.0,100.0,25.0,13.812154696132596,112124.95635359116,141.2410423452768,96.4
3027700,36047027700,Brooklyn,Bedford-Stuyvesant (East),277,99.9,92.1,Preserve,1733,1613.0,89.0,119.0,68.66705135603,57575.99192152337,112.86930091185445,99.7
3024300,36047024300,Brooklyn,Bedford-Stuyvesant (West),243,97.3,92.0,Preserve,2022,1653.0,91.0,68.0,33.63006923837784,70254.3021760633,102.955456570156,97.1
1027300,36061027300,Manhattan,Washington Heights (North),273,76.3,92.0,Preserve,3279,2092.0,115.0,57.0,17.38334858188472,51318.63129002745,95.09803921568641,74.1
3037700,36047037700,Brooklyn,Bedford-Stuyvesant (East),377,99.8,92.0,Preserve,1673,1610.0,89.0,77.0,46.02510460251046,69628.11536162582,119.12248628884845,99.8
1004700,36061004700,Manhattan,SoHo-Little Italy-Hudson Square,47,87.7,91.9,Preserve,1855,1809.0,100.0,21.0,11.320754716981131,445854.6452830189,123.09999999999991,94.4
3031701,36047031701,Brooklyn,Crown Heights (North),317.01,98.4,91.9,Preserve,1775,1614.0,89.0,60.0,33.80281690140845,74317.41633802817,110.19520547945194,98.4
1014401,36061014401,Manhattan,Upper East Side-Yorkville,144.01,59.5,91.8,Preserve,3094,2657.0,146.0,18.0,5.817711700064641,135663.40885585002,105.68224299065446,58.0
3027500,36047027500,Brooklyn,Bedford-Stuyvesant (East),275,99.2,91.8,Preserve,1640,1598.0,88.0,59.0,35.975609756097555,71794.06463414634,122.6848249027239,99.7
1015601,36061015601,Manhattan,Upper East Side-Yorkville,156.01,79.6,91.7,Preserve,3264,1984.0,109.0,46.0,14.093137254901961,103112.2218137255,94.05172413793116,63.8
3050804,36047050804,Brooklyn,Flatbush,508.04,78.9,91.7,Preserve,2744,2000.0,110.0,120.0,43.731778425655975,37210.38702623907,98.7894736842104,78.5
3023300,36047023300,Brooklyn,Bedford-Stuyvesant (West),233,93.7,91.6,Preserve,2348,1661.0,91.0,69.0,29.386712095400338,67615.36073253833,97.85798816568035,96.3
1014601,36061014601,Manhattan,Upper East Side-Yorkville,146.01,68.7,91.6,Preserve,2937,2229.0,123.0,23.0,7.831120190670752,143625.28464419476,100.25714285714275,67.7
3031702,36047031702,Brooklyn,Crown Heights (North),317.02,98.4,91.5,Preserve,1610,1550.0,85.0,53.0,32.91925465838509,71799.90931677018,119.25561797752789,99.1
3079601,36047079601,Brooklyn,Prospect Lefferts Gardens-Wingate,796.01,95.8,91.5,Preserve,1970,1594.0,88.0,90.0,45.68527918781726,49321.429441624365,102.40000000000009,95.0
3083000,36047083000,Brooklyn,East Flatbush-Farragut,830,81.7,91.5,Preserve,2382,1866.0,102.0,291.0,122.16624685138538,35119.535264483624,101.31964809384158,81.3
4059100,36081059100,Queens,Ridgewood,591,91.7,91.4,Preserve,2069,1649.0,90.0,48.0,23.19961333977767,66820.45432576124,101.81999999999994,94.9
3013000,36047013000,Brooklyn,Bay Ridge,130,92.6,91.4,Preserve,1852,1641.0,90.0,46.0,24.838012958963283,57420.50161987041,107.65952890792323,95.6
1024301,36061024301,Manhattan,Washington Heights (South),243.01,95.9,91.3,Preserve,1611,1557.0,85.0,80.0,49.65859714463067,44093.18497827437,120.58974358974365,95.4
1009500,36061009500,Manhattan,Midtown South-Flatiron-Union Square,95,84.4,91.3,Preserve,2369,1779.0,97.0,29.0,12.241452089489236,247800.06120726044,99.91358024691363,91.3
1006100,36061006100,Manhattan,Greenwich Village,61,61.3,91.2,Preserve,2887,2433.0,133.0,17.0,5.888465535157603,220712.05784551438,104.42857142857156,61.4
3080200,36047080200,Brooklyn,Prospect Lefferts Gardens-Wingate,802,96.0,91.2,Preserve,2027,1535.0,84.0,73.0,36.01381351751357,59587.51948692649,100.15567282321922,97.4
3003900,36047003900,Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,39,96.3,91.1,Preserve,1848,1524.0,83.0,44.0,23.809523809523807,166443.79761904763,103.26315789473688,98.6
3082600,36047082600,Brooklyn,East Flatbush-Erasmus,826,79.7,91.1,Preserve,2146,1838.0,100.0,136.0,63.373718546132345,35244.1421248835,105.56574394463678,79.4
3023100,36047023100,Brooklyn,Clinton Hill,231,93.8,91.1,Preserve,1811,1568.0,86.0,38.0,20.982882385422418,102465.65875207068,106.21005917159755,95.5
2040702,36005040702,Bronx,Bedford Park,407.02,64.3,91.0,Preserve,2947,2267.0,124.0,208.0,70.58025110281642,32661.3471326773,100.75294117647036,63.6
3038500,36047038500,Brooklyn,Bedford-Stuyvesant (East),385,99.7,91.0,Preserve,1624,1469.0,80.0,82.0,50.49261083743843,69503.75246305419,109.61842105263167,100.0
3032300,36047032300,Brooklyn,Crown Heights (South),323,96.0,90.9,Preserve,1872,1517.0,83.0,61.0,32.585470085470085,60532.78792735043,102.46520146520152,94.2
4028300,36081028300,Queens,Jackson Heights,283,67.6,90.9,Preserve,3155,2148.0,117.0,60.0,19.01743264659271,41273.55847860539,96.59821428571445,63.7
1005600,36061005600,Manhattan,Midtown South-Flatiron-Union Square,56,63.3,90.8,Preserve,2809,2291.0,125.0,18.0,6.407974368102528,210915.74973300108,102.90000000000009,69.5
3006800,36047006800,Brooklyn,Bay Ridge,68,90.3,90.8,Preserve,1832,1607.0,88.0,47.0,25.655021834061134,51179.07041484716,107.20044543429844,91.9
1019600,36061019600,Manhattan,East Harlem (North),196,94.8,90.7,Preserve,2383,1524.0,83.0,91.0,38.18715904322283,61303.1338648762,95.14864864864876,93.2
3052300,36047052300,Brooklyn,Williamsburg,523,84.3,90.7,Preserve,2521,1718.0,93.0,38.0,15.073383577945261,102281.12296707656,96.62068965517233,90.0
1014200,36061014200,Manhattan,Upper East Side-Carnegie Hill,142,48.4,90.6,Produce,3122,2965.0,161.0,6.0,1.9218449711723256,367271.9702114029,115.77056277056272,51.6
2039100,36005039100,Bronx,Belmont,391,86.9,90.6,Preserve,2935,1656.0,90.0,308.0,104.94037478705282,39395.14310051107,92.5903225806453,87.5
1021800,36061021800,Manhattan,Harlem (South),218,94.2,90.6,Preserve,3080,1530.0,83.0,150.0,48.701298701298704,66104.86655844156,89.87567567567567,91.1
3059100,36047059100,Brooklyn,Greenpoint,591,85.5,90.5,Preserve,1970,1656.0,90.0,26.0,13.197969543147208,106887.35279187818,104.28846153846166,85.1
4055100,36081055100,Queens,Ridgewood,551,89.3,90.5,Preserve,1780,1594.0,87.0,30.0,16.853932584269664,74321.59606741572,108.84432717678123,89.5
3026500,36047026500,Brooklyn,Bedford-Stuyvesant (West),265,99.6,90.4,Preserve,1693,1419.0,77.0,83.0,49.0253987005316,74374.80330773775,104.15421686747004,99.8
2019700,36005019700,Bronx,Concourse-Concourse Village,197,91.5,90.4,Preserve,2527,1543.0,84.0,192.0,75.97942223981005,43162.152750296795,94.19512195121956,90.6
3056100,36047056100,Brooklyn,Greenpoint,561,51.1,90.3,Preserve,2950,2760.0,150.0,10.0,3.389830508474576,145999.33355932203,113.3138173302109,54.3
3013100,36047013100,Brooklyn,Park Slope,131,78.5,90.3,Preserve,1903,1797.0,97.0,16.0,8.40777719390436,192021.3935890699,114.51716738197433,77.8
4026100,36081026100,Queens,Woodside,261,80.9,90.2,Preserve,2324,1740.0,94.0,56.0,24.096385542168676,44065.560671256455,99.84597701149437,79.9
3009800,36047009800,Brooklyn,Sunset Park (Central),98,89.7,90.2,Preserve,1724,1566.0,85.0,31.0,17.981438515081205,66790.42575406033,109.96521739130435,88.1
1020901,36061020901,Manhattan,Morningside Heights,209.01,94.2,90.2,Preserve,1713,1489.0,81.0,46.0,26.85347343841214,61758.87273788675,106.44000000000005,93.4
3003500,36047003500,Brooklyn,Fort Greene,35,94.3,90.1,Preserve,1485,1484.0,80.0,26.0,17.50841750841751,155412.56094276093,141.60683760683764,98.2
2006500,36005006500,Bronx,Melrose,65,88.5,90.1,Preserve,2476,1584.0,86.0,204.0,82.39095315024232,39581.69224555735,95.15789473684231,88.6
2002500,36005002500,Bronx,Mott Haven-Port Morris,25,80.7,90.0,Preserve,2717,1730.0,93.0,139.0,51.159366948840635,38274.2031652558,95.03174603174602,78.6
3089000,36047089000,Brooklyn,East Flatbush-Remsen Village,890,94.0,90.0,Preserve,2221,1485.0,80.0,206.0,92.75101305718145,43322.768572714995,96.05337078651678,93.9
3007800,36047007800,Brooklyn,Sunset Park (West),78,95.9,89.9,Preserve,1558,1452.0,78.0,47.0,30.166880616174584,56189.550064184856,112.88585607940445,96.8
1004400,36061004400,Manhattan,Stuyvesant Town-Peter Cooper Village,44,49.8,89.9,Produce,8764,2802.0,151.0,85.0,9.698767685988134,90246.9249201278,81.0,43.3
3052600,36047052600,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,526,84.0,89.8,Preserve,1787,1658.0,89.0,32.0,17.90710688304421,49000.096810296585,112.39737991266406,85.6
1006800,36061006800,Manhattan,Gramercy,68,50.4,89.8,Preserve,4901,2761.0,149.0,29.0,5.9171597633136095,166162.71658845132,92.57352941176487,60.7
3082400,36047082400,Brooklyn,East Flatbush-Erasmus,824,95.2,89.7,Preserve,2465,1449.0,78.0,151.0,61.25760649087221,53135.6985801217,93.34533898305085,94.9
3027300,36047027300,Brooklyn,Bedford-Stuyvesant (East),273,98.9,89.7,Preserve,1406,1401.0,75.0,51.0,36.27311522048364,64225.03840682788,136.6336633663368,99.6
3050600,36047050600,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,506,83.0,89.7,Preserve,2167,1674.0,90.0,56.0,25.842178126442086,44050.191508998614,100.89954337899553,77.9
1012000,36061012000,Manhattan,Upper East Side-Carnegie Hill,120,47.1,89.6,Produce,2972,2925.0,157.0,4.0,1.3458950201884252,286000.149730821,126.67942583732088,50.5
2003900,36005003900,Bronx,Mott Haven-Port Morris,39,90.9,89.6,Preserve,2351,1515.0,81.0,129.0,54.87026797107614,43943.9646958741,95.34219269103005,90.1
3031900,36047031900,Brooklyn,Crown Heights (South),319,94.4,89.5,Preserve,1675,1455.0,78.0,53.0,31.641791044776124,54022.01194029851,106.39090909090919,96.7
4046000,36081046000,Queens,Jamaica,460,87.5,89.5,Preserve,2588,1564.0,84.0,114.0,44.04945904173107,43411.715610510044,93.97326203208559,87.6
3020700,36047020700,Brooklyn,Prospect Heights,207,62.4,89.4,Preserve,2266,2193.0,118.0,14.0,6.17828773168579,93062.00573698146,121.18909090909119,73.1
4061301,36081061301,Queens,Ridgewood,613.01,83.8,89.4,Preserve,2051,1631.0,87.0,44.0,21.45294978059483,48111.51828376402,101.77603423680489,78.3
3010000,36047010000,Brooklyn,Sunset Park (Central),100,88.4,89.3,Preserve,1735,1544.0,83.0,31.0,17.867435158501443,60184.34524495677,108.3176470588237,86.3
4058900,36081058900,Queens,Ridgewood,589,92.4,89.3,Preserve,1672,1460.0,78.0,35.0,20.933014354066987,73152.28349282297,106.78851174934721,93.1
3049400,36047049400,Brooklyn,Kensington,494,75.3,89.3,Preserve,2106,1794.0,96.0,37.0,17.568850902184234,43388.600664767335,105.15537848605595,69.4
3080000,36047080000,Brooklyn,Prospect Lefferts Gardens-Wingate,800,99.1,89.2,Preserve,1440,1361.0,73.0,50.0,34.72222222222222,81670.4,114.6107142857145,99.9
1004200,36061004200,Manhattan,East Village,42,76.5,89.2,Preserve,2144,1761.0,94.0,19.0,8.861940298507463,159920.16277985074,103.13461538461524,84.4
1025900,36061025900,Manhattan,Harlem (North),259,98.9,89.1,Preserve,1915,1362.0,73.0,97.0,50.652741514360315,74423.58955613578,98.0394736842104,97.0
4018300,36081018300,Queens,Sunnyside,183,70.6,89.1,Preserve,2879,1904.0,102.0,46.0,15.977770059048279,47031.41333796457,95.84487534626032,71.9
3117800,36047117800,Brooklyn,Cypress Hills,1178,97.6,89.0,Preserve,1552,1367.0,73.0,50.0,32.21649484536082,67750.74935567011,107.45098039215691,95.8
3035500,36047035500,Brooklyn,Crown Heights (South),355,88.8,89.0,Preserve,1930,1501.0,80.0,110.0,56.994818652849744,39619.84715025907,101.14556962025313,88.7
3018100,36047018100,Brooklyn,Fort Greene,181,59.4,88.9,Preserve,2240,2239.0,119.0,11.0,4.910714285714286,145991.39375,142.8247191011235,72.2
1005400,36061005400,Manhattan,Midtown South-Flatiron-Union Square,54,49.3,88.9,Produce,3149,2703.0,144.0,10.0,3.1756113051762465,211731.5973324865,105.63106796116517,53.1
3076400,36047076400,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,764,95.5,88.8,Preserve,1488,1374.0,73.0,69.0,46.37096774193549,45494.101478494624,112.01685393258435,94.4
3048200,36047048200,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,482,80.8,88.8,Preserve,2284,1640.0,87.0,83.0,36.339754816112084,39409.03677758319,98.33333333333371,72.8
4021400,36081021400,Queens,Jamaica Hills-Briarwood,214,83.9,88.8,Preserve,2284,1569.0,84.0,73.0,31.961471103327497,42739.032837127845,96.91771019678004,83.9
3029300,36047029300,Brooklyn,Bedford-Stuyvesant (East),293,97.8,88.7,Preserve,1495,1334.0,71.0,54.0,36.12040133779264,61106.69632107023,108.64890282131682,98.2
1028300,36061028300,Manhattan,Washington Heights (North),283,83.2,88.7,Preserve,3497,1566.0,83.0,148.0,42.321990277380614,45268.21275378896,87.48214285714289,80.9
4024000,36081024000,Queens,Jamaica,240,92.1,88.6,Preserve,2531,1408.0,75.0,156.0,61.635717107862504,47747.85973923351,92.23711340206205,90.5
3009600,36047009600,Brooklyn,Sunset Park (Central),96,79.6,88.6,Preserve,1771,1636.0,87.0,25.0,14.116318464144552,52416.66854884246,112.03792415169687,75.0
3027900,36047027900,Brooklyn,Bedford-Stuyvesant (East),279,97.0,88.5,Preserve,1603,1336.0,71.0,60.0,37.42981908920773,58426.3125389894,103.78217821782164,98.4
3076200,36047076200,Brooklyn,Midwood,762,90.0,88.5,Preserve,1653,1437.0,76.0,65.0,39.32244404113733,41862.055656382334,106.4960000000001,88.3
3061004,36047061004,Brooklyn,Brighton Beach,610.04,73.1,88.4,Preserve,3465,1757.0,93.0,98.0,28.282828282828284,42111.12929292929,90.15976331360957,69.3
3016100,36047016100,Brooklyn,Prospect Heights,161,66.3,88.4,Preserve,1972,1948.0,103.0,12.0,6.085192697768763,169517.15162271805,129.51479289940835,66.5
3007400,36047007400,Brooklyn,Sunset Park (West),74,92.8,88.4,Preserve,1443,1379.0,73.0,37.0,25.64102564102564,53924.32917532918,116.7279411764705,93.1
3002200,36047002200,Brooklyn,Sunset Park (West),22,90.4,88.3,Preserve,1589,1415.0,75.0,36.0,22.655758338577723,54895.247954688486,108.40000000000009,92.4
1007500,36061007500,Manhattan,West Village,75,66.4,88.3,Preserve,2557,1913.0,101.0,19.0,7.430582714118107,215499.3582323035,99.84251968503918,61.8
4058500,36081058500,Queens,Ridgewood,585,90.6,88.2,Preserve,1527,1396.0,74.0,34.0,22.26588081204977,55168.06679764244,110.62894248608563,93.7
3026900,36047026900,Brooklyn,Bedford-Stuyvesant (West),269,97.9,88.2,Protect,1333,1297.0,69.0,40.0,30.007501875468865,70336.23105776444,122.29787234042556,98.8
3051900,36047051900,Brooklyn,Williamsburg,519,54.3,88.1,Preserve,3840,2322.0,123.0,25.0,6.510416666666667,145811.74635416668,93.97487437185919,60.8
2042500,36005042500,Bronx,Norwood,425,60.6,88.1,Preserve,2618,2084.0,110.0,162.0,61.87929717341483,32294.177998472118,101.7989949748744,55.6
1018000,36061018000,Manhattan,East Harlem (North),180,82.8,88.0,Preserve,3361,1517.0,80.0,105.0,31.240702171972625,52321.563522761084,87.69512195121956,82.8
3044300,36047044300,Brooklyn,Bushwick (West),443,81.7,88.0,Preserve,2057,1543.0,81.0,28.0,13.612056392805057,78310.59844433641,99.90196078431359,89.0
2038100,36005038100,Bronx,Mount Hope,381,55.5,87.9,Preserve,3254,2263.0,119.0,258.0,79.28703134603565,31329.744929317763,97.2928571428572,54.4
3055300,36047055300,Brooklyn,Williamsburg,553,85.4,87.9,Preserve,1654,1469.0,77.0,19.0,11.487303506650543,167671.16444981864,108.02439024390242,89.6
3032700,36047032700,Brooklyn,Prospect Lefferts Gardens-Wingate,327,98.7,87.9,Preserve,1422,1270.0,67.0,55.0,38.67791842475387,65972.21518987342,108.74568965517233,98.0
3000100,36047000100,Brooklyn,Brooklyn Heights,1,48.6,87.8,Produce,2660,2575.0,136.0,7.0,2.631578947368421,132410.95864661655,121.2814814814817,50.8
3051800,36047051800,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,518,96.6,87.8,Preserve,1444,1297.0,68.0,53.0,36.70360110803325,54428.35526315789,108.99497487437202,98.0
3022900,36047022900,Brooklyn,Bedford-Stuyvesant (West),229,88.8,87.7,Preserve,1897,1404.0,74.0,34.0,17.923036373220874,84681.33210332104,99.4717391304348,91.6
3013300,36047013300,Brooklyn,Park Slope,133,64.2,87.7,Preserve,2113,1934.0,102.0,13.0,6.1523899668717466,157213.92380501656,110.84199134199116,52.0
3004100,36047004100,Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,41,62.9,87.6,Preserve,1971,1968.0,103.0,11.0,5.580923389142567,143635.42059868088,141.35346756152126,65.8
4028500,36081028500,Queens,Jackson Heights,285,77.9,87.6,Preserve,2163,1587.0,83.0,48.0,22.191400832177532,43514.335182616735,99.16379310344837,76.9
2025300,36005025300,Bronx,University Heights (North)-Fordham,253,65.1,87.5,Preserve,2040,1881.0,99.0,198.0,97.05882352941177,31244.29411764706,111.80303030303048,63.4
3014300,36047014300,Brooklyn,Sunset Park (West),143,76.4,87.5,Preserve,1859,1607.0,84.0,18.0,9.682625067240451,83850.95750403442,106.11036036036035,59.7
3012200,36047012200,Brooklyn,Sunset Park (Central),122,84.9,87.5,Preserve,1552,1439.0,76.0,29.0,18.685567010309278,49014.197809278354,112.36528497409313,72.7
3049000,36047049000,Brooklyn,Kensington,490,71.3,87.4,Preserve,2256,1711.0,90.0,45.0,19.9468085106383,40903.1835106383,100.25098039215686,70.0
1029300,36061029300,Manhattan,Inwood,293,49.4,87.4,Produce,2992,2470.0,130.0,234.0,78.20855614973262,29642.39639037433,103.28787878787875,48.2
3088400,36047088400,Brooklyn,East Flatbush-Remsen Village,884,95.4,87.3,Preserve,1905,1279.0,67.0,143.0,75.06561679790026,47100.69291338583,96.12529002320207,96.2
1003700,36061003700,Manhattan,SoHo-Little Italy-Hudson Square,37,70.5,87.3,Preserve,2524,1730.0,91.0,21.0,8.32012678288431,285907.13312202855,96.85393258426961,63.5
3010100,36047010100,Brooklyn,Sunset Park (West),101,78.6,87.2,Preserve,1806,1544.0,81.0,22.0,12.181616832779625,61373.924141749725,105.4692144373671,71.0
